obs_id,species,stage,character,state,source
,Abyla trigona,adult,Copepod diet,1,Purcell1981b_feeding
,Abyla trigona,adult,Ostracod diet,0,Purcell1981b_feeding
,Abyla trigona,adult,Decapod diet,0,Purcell1981b_feeding
,Abyla trigona,adult,Amphipod diet,0,Purcell1981b_feeding
,Abyla trigona,adult,Gelatinous diet,0,Purcell1981b_feeding
,Abyla trigona,adult,Mollusc diet,0,Purcell1981b_feeding
,Abyla trigona,adult,Fish diet,0,Purcell1981b_feeding
,Abyla trigona,adult,Chaetognath diet,0,Purcell1981b_feeding
,Bassia bassensis,adult,Copepod diet,1,Purcell1981b_feeding
,Bassia bassensis,adult,Ostracod diet,0,Purcell1981b_feeding
,Bassia bassensis,adult,Decapod diet,0,Purcell1981b_feeding
,Bassia bassensis,adult,Amphipod diet,0,Purcell1981b_feeding
,Bassia bassensis,adult,Gelatinous diet,0,Purcell1981b_feeding
,Bassia bassensis,adult,Mollusc diet,0,Purcell1981b_feeding
,Bassia bassensis,adult,Fish diet,0,Purcell1981b_feeding
,Bassia bassensis,adult,Chaetognath diet,0,Purcell1981b_feeding
,Muggiaea atlantica,adult,Copepod diet,1,Purcell1981b_feeding
,Muggiaea atlantica,adult,Ostracod diet,0,Purcell1981b_feeding
,Muggiaea atlantica,adult,Decapod diet,0,Purcell1981b_feeding
,Muggiaea atlantica,adult,Amphipod diet,0,Purcell1981b_feeding
,Muggiaea atlantica,adult,Gelatinous diet,0,Purcell1981b_feeding
,Muggiaea atlantica,adult,Mollusc diet,0,Purcell1981b_feeding
,Muggiaea atlantica,adult,Fish diet,0,Purcell1981b_feeding
,Muggiaea atlantica,adult,Chaetognath diet,0,Purcell1981b_feeding
,Hippopodius hippopus,adult,Copepod diet,0,Purcell1981b_feeding
,Hippopodius hippopus,adult,Ostracod diet,1,Purcell1981b_feeding
,Hippopodius hippopus,adult,Decapod diet,0,Purcell1981b_feeding
,Hippopodius hippopus,adult,Amphipod diet,0,Purcell1981b_feeding
,Hippopodius hippopus,adult,Gelatinous diet,0,Purcell1981b_feeding
,Hippopodius hippopus,adult,Mollusc diet,0,Purcell1981b_feeding
,Hippopodius hippopus,adult,Fish diet,0,Purcell1981b_feeding
,Hippopodius hippopus,adult,Chaetognath diet,0,Purcell1981b_feeding
,Sphaeronectes koellikeri,adult,Copepod diet,1,Purcell1981b_feeding
,Sphaeronectes koellikeri,adult,Ostracod diet,0,Purcell1981b_feeding
,Sphaeronectes koellikeri,adult,Decapod diet,0,Purcell1981b_feeding
,Sphaeronectes koellikeri,adult,Amphipod diet,0,Purcell1981b_feeding
,Sphaeronectes koellikeri,adult,Gelatinous diet,0,Purcell1981b_feeding
,Sphaeronectes koellikeri,adult,Mollusc diet,0,Purcell1981b_feeding
,Sphaeronectes koellikeri,adult,Fish diet,0,Purcell1981b_feeding
,Sphaeronectes koellikeri,adult,Chaetognath diet,0,Purcell1981b_feeding
,Sulculeolaria biloba,adult,Copepod diet,1,Purcell1981b_feeding
,Sulculeolaria biloba,adult,Ostracod diet,0,Purcell1981b_feeding
,Sulculeolaria biloba,adult,Decapod diet,0,Purcell1981b_feeding
,Sulculeolaria biloba,adult,Amphipod diet,0,Purcell1981b_feeding
,Sulculeolaria biloba,adult,Gelatinous diet,0,Purcell1981b_feeding
,Sulculeolaria biloba,adult,Mollusc diet,0,Purcell1981b_feeding
,Sulculeolaria biloba,adult,Fish diet,0,Purcell1981b_feeding
,Sulculeolaria biloba,adult,Chaetognath diet,0,Purcell1981b_feeding
,Sulculeolaria chuni,adult,Copepod diet,1,Purcell1981b_feeding
,Sulculeolaria chuni,adult,Ostracod diet,0,Purcell1981b_feeding
,Sulculeolaria chuni,adult,Decapod diet,0,Purcell1981b_feeding
,Sulculeolaria chuni,adult,Amphipod diet,0,Purcell1981b_feeding
,Sulculeolaria chuni,adult,Gelatinous diet,0,Purcell1981b_feeding
,Sulculeolaria chuni,adult,Mollusc diet,0,Purcell1981b_feeding
,Sulculeolaria chuni,adult,Fish diet,0,Purcell1981b_feeding
,Sulculeolaria chuni,adult,Chaetognath diet,0,Purcell1981b_feeding
,Sulculeolaria monoica,adult,Copepod diet,1,Purcell1981b_feeding
,Sulculeolaria monoica,adult,Ostracod diet,0,Purcell1981b_feeding
,Sulculeolaria monoica,adult,Decapod diet,0,Purcell1981b_feeding
,Sulculeolaria monoica,adult,Amphipod diet,0,Purcell1981b_feeding
,Sulculeolaria monoica,adult,Gelatinous diet,0,Purcell1981b_feeding
,Sulculeolaria monoica,adult,Mollusc diet,0,Purcell1981b_feeding
,Sulculeolaria monoica,adult,Fish diet,0,Purcell1981b_feeding
,Sulculeolaria monoica,adult,Chaetognath diet,0,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Copepod diet,1,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Ostracod diet,1,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Decapod diet,0,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Amphipod diet,0,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Gelatinous diet,0,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Mollusc diet,0,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Fish diet,0,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Chaetognath diet,0,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Ostracod diet,0,Purcell1981b_feeding
,Diphyes dispar,adult,Copepod diet,1,Purcell1981b_feeding
,Diphyes dispar,adult,Ostracod diet,0,Purcell1981b_feeding
,Diphyes dispar,adult,Decapod diet,0,Purcell1981b_feeding
,Diphyes dispar,adult,Amphipod diet,0,Purcell1981b_feeding
,Diphyes dispar,adult,Gelatinous diet,0,Purcell1981b_feeding
,Diphyes dispar,adult,Mollusc diet,0,Purcell1981b_feeding
,Diphyes dispar,adult,Fish diet,0,Purcell1981b_feeding
,Diphyes dispar,adult,Chaetognath diet,0,Purcell1981b_feeding
,Diphyes dispar,adult,Ostracod diet,1,Purcell1981b_feeding
,Diphyes dispar,adult,Amphipod diet,1,Purcell1981b_feeding
,Diphyes dispar,adult,Decapod diet,1,Purcell1981b_feeding
,Diphyes dispar,adult,Mollusc diet,1,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Copepod diet,1,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Amphipod diet,1,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Decapod diet,1,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Ostracod diet,1,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Chaetognath diet,1,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Fish diet,1,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Mollusc diet,1,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gelatinous diet,0,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Amphipod diet,0,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Decapod diet,0,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Ostracod diet,0,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Chaetognath diet,0,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Fish diet,0,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Mollusc diet,0,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Crustacean diet,1,Purcell1981b_feeding
,Rhizophysa eyesenhardti,adult,Crustacean diet,0,Purcell1981b_feeding
,Agalma elegans,adult,Crustacean diet,1,Purcell1981b_feeding
,Agalma okeni,adult,Crustacean diet,1,Purcell1981b_feeding
,Apolemia uvaria,adult,Crustacean diet,1,Purcell1981b_feeding
,Athorybia rosacea,adult,Crustacean diet,1,Purcell1981b_feeding
,Cordagalma ordinatum,adult,Crustacean diet,1,Purcell1981b_feeding
,Nanomia bijuga,adult,Crustacean diet,1,Purcell1981b_feeding
,Abyla trigona,adult,Crustacean diet,1,Purcell1981b_feeding
,Bassia bassensis,adult,Crustacean diet,1,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Crustacean diet,1,Purcell1981b_feeding
,Diphyes dispar,adult,Crustacean diet,1,Purcell1981b_feeding
,Hippopodius hippopus,adult,Crustacean diet,1,Purcell1981b_feeding
,Sphaeronectes koellikeri,adult,Crustacean diet,1,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Crustacean diet,1,Purcell1981b_feeding
,Sulculeolaria biloba,adult,Crustacean diet,1,Purcell1981b_feeding
,Sulculeolaria chuni,adult,Crustacean diet,1,Purcell1981b_feeding
,Sulculeolaria monoica,adult,Crustacean diet,1,Purcell1981b_feeding
,Sulculeolaria turgida,adult,Crustacean diet,1,Purcell1981b_feeding
,Muggiaea atlantica,adult,Crustacean diet,1,Purcell1981b_feeding
,Sulculeolaria turgida,adult,Copepod diet,1,Purcell1981b_feeding
,Sulculeolaria turgida,adult,Ostracod diet,0,Purcell1981b_feeding
,Sulculeolaria turgida,adult,Decapod diet,0,Purcell1981b_feeding
,Sulculeolaria turgida,adult,Amphipod diet,0,Purcell1981b_feeding
,Sulculeolaria turgida,adult,Gelatinous diet,0,Purcell1981b_feeding
,Sulculeolaria turgida,adult,Mollusc diet,0,Purcell1981b_feeding
,Sulculeolaria turgida,adult,Fish diet,0,Purcell1981b_feeding
,Sulculeolaria turgida,adult,Chaetognath diet,1,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Copepod diet,1,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Ostracod diet,0,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Decapod diet,0,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Amphipod diet,0,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Gelatinous diet,0,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Mollusc diet,0,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Fish diet,0,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Chaetognath diet,0,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Amphipod diet,1,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Mollusc diet,1,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Fish diet,1,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Chaetognath diet,1,Purcell1981b_feeding
,Rhizophysa eyesenhardti,adult,Gut contents,Fish larvae,Purcell1981b_feeding
,Bathyphysa sibogae,adult,Gut contents,Fish larvae,Purcell1981b_feeding
,Rhizophysa filiformis,adult,Gut contents,Fish larvae,Purcell1981b_feeding
,Agalma elegans,adult,Gut contents,Decapod shrimps,Purcell1981b_feeding
,Agalma elegans,adult,Gut contents,Copepod,Purcell1981b_feeding
,Agalma elegans,adult,Gut contents,Fish larvae,Purcell1981b_feeding
,Agalma okeni,adult,Gut contents,Fish larvae,Purcell1981b_feeding
,Agalma okeni,adult,Gut contents,Copepod,Purcell1981b_feeding
,Agalma okeni,adult,Gut contents,Decapod shrimps,Purcell1981b_feeding
,Apolemia uvaria,adult,Gut contents,Copepod,Purcell1981b_feeding
,Apolemia uvaria,adult,Gut contents,Fish larvae,Purcell1981b_feeding
,Apolemia uvaria,adult,Gut contents,Decapod shrimps,Purcell1981b_feeding
,Apolemia uvaria,adult,Gut contents,Decapod larvae,Purcell1981b_feeding
,Apolemia uvaria,adult,Gut contents,Chaetognaths,Purcell1981b_feeding
,Athorybia rosacea,adult,Gut contents,Copepod,Purcell1981b_feeding
,Athorybia rosacea,adult,Gut contents,Chaetognaths,Purcell1981b_feeding
,Athorybia rosacea,adult,Gut contents,Fish larvae,Purcell1981b_feeding
,Cordagalma ordinatum,adult,Gut contents,Copepod,Purcell1981b_feeding
,Cordagalma ordinatum,adult,Gut contents,Ostracod,Purcell1981b_feeding
,Nanomia bijuga,adult,Gut contents,Copepod,Purcell1981b_feeding
,Nanomia bijuga,adult,Gut contents,Decapod larvae,Purcell1981b_feeding
,Nanomia bijuga,adult,Gut contents,Decapod shrimps,Purcell1981b_feeding
,Nanomia bijuga,adult,Gut contents,Chaetognaths,Purcell1981b_feeding
,Abyla trigona,adult,Gut contents,Copepod,Purcell1981b_feeding
,Bassia bassensis,adult,Gut contents,Copepod,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Gut contents,Copepod,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Gut contents,Ostracod,Purcell1981b_feeding
,Diphyes dispar,adult,Gut contents,Copepod,Purcell1981b_feeding
,Diphyes dispar,adult,Gut contents,Amphipod,Purcell1981b_feeding
,Diphyes dispar,adult,Gut contents,Ostracod,Purcell1981b_feeding
,Diphyes dispar,adult,Gut contents,Decapod shrimps,Purcell1981b_feeding
,Hippopodius hippopus,adult,Gut contents,Ostracod,Purcell1981b_feeding
,Muggiaea atlantica,adult,Gut contents,Copepod,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gut contents,Copepod,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gut contents,Amphipod,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gut contents,Ostracod,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gut contents,Decapod shrimps,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gut contents,Chaetognaths,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gut contents,Fish larvae,Purcell1981b_feeding
,Sphaeronectes koellikeri,adult,Gut contents,Copepod,Purcell1981b_feeding
,Sulculeolaria biloba,adult,Gut contents,Copepod,Purcell1981b_feeding
,Sulculeolaria chuni,adult,Gut contents,Copepod,Purcell1981b_feeding
,Sulculeolaria monoica,adult,Gut contents,Copepod,Purcell1981b_feeding
,Sulculeolaria turgida,adult,Gut contents,Copepod,Purcell1981b_feeding
,Sulculeolaria turgida,adult,Gut contents,Chaetognaths,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Gut contents,Copepod,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Gut contents,Fish larvae,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Gut contents,Chaetognaths,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Gut contents,Amphipod,Purcell1981b_feeding
,Agalma okeni,adult,Diel feeding,Nocturnal,Purcell1981b_feeding
,Rhizophysa eyesenhardti,adult,Diel feeding,Diurnal,Purcell1981b_feeding
,Bathyphysa sibogae,adult,Diel feeding,0,Purcell1981b_feeding
,Rhizophysa filiformis,adult,Diel feeding,Diurnal,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Diel feeding,Diurnal,Purcell1981b_feeding
,Athorybia rosacea,adult,Diel feeding,0,Purcell1981b_feeding
,Sphaeronectes koellikeri,adult,Haploneme type,Holotrichous anisorhizas,Purcell1984
,Hippopodius hippopus,adult,Haploneme type,Holotrichous anisorhizas,Purcell1984
,Rosacea cymbiformis,adult,Haploneme type,Holotrichous anisorhizas,Purcell1984
,Stephanophyes superba,adult,Haploneme type,Homotrichous isorhizas(?),Purcell1984
,Chelophyes appendiculata,adult,Haploneme type,Holotrichous anisorhizas,Purcell1984
,Sulculeolaria quadrivalvis,adult,Haploneme type,Holotrichous anisorhizas,Purcell1984
,Sulculeolaria monoica,adult,Haploneme type,Holotrichous anisorhizas,Purcell1984
,Diphyes dispar,adult,Haploneme type,Homotrichous isorhizas(?),Purcell1984
,Bassia bassensis,adult,Haploneme type,Holotrichous anisorhizas,Purcell1984
,Abylopsis tetragona,adult,Haploneme type,Holotrichous anisorhizas,Purcell1984
,Abyla trigona,adult,Haploneme type,Holotrichous anisorhizas,Purcell1984
,Sulculeolaria quadrivalvis,adult,Terminal filament haplonemes,1,Purcell1984
,Sulculeolaria monoica,adult,Terminal filament haplonemes,1,Purcell1984
,Sulculeolaria quadrivalvis,adult,Terminal filament haploneme type,Holotrichous isorhizas(?),Purcell1984
,Sulculeolaria monoica,adult,Terminal filament haploneme type,Holotrichous isorhizas(?),Purcell1984
,Physophora hydrostatica,adult,Cnidoband shape,Loosely coiled,Purcell1984
,Physophora hydrostatica,adult,Haploneme type,Holotrichous anisorhizas,Purcell1984
,Agalma clausi,adult,Haploneme type,Holotrichous anisorhizas,Purcell1984
,Agalma elegans,adult,Haploneme type,Holotrichous anisorhizas,Purcell1984
,Cordagalma ordinatum,adult,Haploneme type,Holotrichous anisorhizas,Purcell1984
,Athorybia rosacea,adult,Heteroneme shape,Oval,Purcell1984
,Cordagalma ordinatum,adult,Heteroneme shape,Oval,Purcell1984
,Physophora hydrostatica,adult,Heteroneme shape,Oval,Purcell1984
,Nanomia bijuga,adult,Heteroneme shape,Oval,Purcell1984
,Athorybia rosacea,adult,Heteroneme type,Stenoteles,Purcell1984
,Cordagalma ordinatum,adult,Heteroneme type,Stenoteles,Purcell1984
,Physophora hydrostatica,adult,Heteroneme type,Stenoteles,Purcell1984
,Nanomia bijuga,adult,Heteroneme type,Stenoteles,Purcell1984
,Agalma clausi,adult,Heteroneme type,Microbasic mastigophores,Purcell1984
,Agalma elegans,adult,Heteroneme type,Microbasic mastigophores,Purcell1984
,Agalma clausi,adult,Rhopaloneme type,Acrophores,Purcell1984
,Agalma elegans,adult,Rhopaloneme type,Acrophores,Purcell1984
,Physalia physalis,adult,Haploneme type,Atrichous isorhizas,Purcell1984
,Bathyphysa sibogae,adult,Haploneme type,Atrichous isorhizas,Purcell1984
,Rhizophysa filiformis,adult,Haploneme type,Atrichous isorhizas,Purcell1984
,Rhizophysa eyesenhardti,adult,Haploneme type,Atrichous isorhizas,Purcell1984
,Physalia physalis,adult,Tentacle haploneme disposition,Bands,Purcell1984
,Physalia physalis,adult,Gut contents,Fish larvae,Purcell1984
,Physalia physalis,adult,Gut contents,Cephalopods,Purcell1984
,Physalia physalis,adult,Gut contents,Chaetognaths,Purcell1984
,Physalia physalis,adult,Gut contents,Fish,Purcell1984
,Agalma okeni,adult,Tentilla lure resemblance,Copepods,Purcell1984
,Athorybia rosacea,adult,Tentilla lure resemblance,Fish larvae,Purcell1984
,Nanomia cara,adult,Cnidoband fluorescence,1,Purcell1984
,Nanomia bijuga,adult,Cnidoband fluorescence,0,Purcell1984
,Agalma okeni,adult,Cnidoband fluorescence,0,Purcell1984
,Agalma elegans,adult,Cnidoband fluorescence,0,Purcell1984
,Athorybia lucida,adult,Tentilla lure resemblance,Appendicularia,Purcell1984
,Physophora hydrostatica,adult,Tentilla vibration,1,Purcell1984
,Agalma elegans,adult,Rhopaloneme type,Anacrophores,Russel1938
,Muggiaea atlantica,adult,Haploneme type,Atrichous anisorhizas,Russell1939
,Agalma elegans,adult,Heteroneme type,Microbasic mastigophores,Russell1940
,Agalma elegans,adult,Haploneme type,Homotrichous anisorhizas,Russell1940
,Agalma elegans,adult,Terminal nematocyst type,Microbasic euryteles,Russell1940
,Agalma elegans,adult,Rhopaloneme type,Anacrophores,Russell1940
,Muggiaea atlantica,adult,Heteroneme type,Microbasic mastigophores,Russell1940
,Muggiaea atlantica,adult,Haploneme type,Atrichous isorhizas,Russell1940
,Muggiaea atlantica,adult,Rhopaloneme type,Anacrophores,Russell1940
,Apolemia lanosa,adult,Tentilla,0,Siebert2013_Apolemia
,Apolemia lanosa,adult,Side branches,0,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Side branches,0,Siebert2013_Apolemia
,Apolemia uvaria,adult,Side branches,0,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Tentilla,0,Siebert2013_Apolemia
,Apolemia uvaria,adult,Tentilla,0,Siebert2013_Apolemia
,Apolemia lanosa,adult,Gastrozooid color,Deep red,Siebert2013_Apolemia
,Apolemia lanosa,adult,Basigaster shape,Ring,Siebert2013_Apolemia
,Apolemia lanosa,adult,Hepatic stripes,1,Siebert2013_Apolemia
,Apolemia lanosa,adult,Gastrozooid heteroneme type,Stenoteles,Siebert2013_Apolemia
,Apolemia lanosa,adult,Gastrozooid heteroneme type,Microbasic mastigophores,Siebert2013_Apolemia
,Apolemia lanosa,adult,Gastrozooid haploneme type,Isorhizas(?),Siebert2013_Apolemia
,Apolemia lanosa,adult,Heteroneme type,Microbasic eurytele,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Gastrozooid color,Deep red,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Gastrozooid haploneme type,Holotrichous(?) isorhizas,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Gastrozooid heteroneme type,Stenoteles,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Heteroneme shape,Ovoid,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Gastrozooid haploneme shape,Spherical,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Heteroneme type,Unknown,Siebert2013_Apolemia
,Apolemia lanosa,adult,Gastrozooid haploneme shape,Spherical,Siebert2013_Apolemia
,Apolemia uvaria,adult,Heteroneme type,Birhopaloids,Siebert2013_Apolemia
,Chelophyes ?appendiculata,adult,Terminal filament nematocyst arrangement,1Desmonemes,2Rhopalonemes,Skaer1988_patterns
,Abylopsis ?tetragona,adult,Terminal filament nematocyst arrangement,1Desmonemes,2Rhopalonemes,Skaer1988_patterns
,Forskalia ?edwardsi,adult,Terminal filament nematocyst arrangement,2Desmonemes2Rhopalonemes,Skaer1988_patterns
,Hippopodius hippopus,adult,Terminal filament nematocyst arrangement,2Desmonemes2Rhopalonemes,Skaer1988_patterns
,Chelophyes ?appendiculata,adult,Heteroneme position,Lateral,Skaer1988_patterns
,Abylopsis ?tetragona,adult,Heteroneme position,Lateral,Skaer1988_patterns
,Physophora ?hydrostatica,adult,Heteroneme type,Microbasic mastigophores,Skaer1988_patterns
,Forskalia ?edwardsi,adult,Desmoneme shape,Spherical,Skaer1988_patterns
,Forskalia ?edwardsi,adult,Rhopaloneme shape,Elongate,Skaer1988_patterns
,Abylopsis ?tetragona,adult,Desmoneme shape,Ovoid,Skaer1988_patterns
,Abylopsis ?tetragona,adult,Rhopaloneme shape,Elongate,Skaer1988_patterns
,Physophora hydrostatica,adult,Tentilla lure resemblance,Copepods,Wrobel_Jellieszone
,Physophora hydrostatica,adult,Tentacle jigging,1,Wrobel_Jellieszone